Project Number,Sector,Province,Name,Amount
91348,CHARITIES,FREE STATE,Vrystaat Versorging In Akasie  Ficksburg,353000.0
91283,CHARITIES,FREE STATE,Oregolele Day Care Centre,140600.0
91546,CHARITIES,FREE STATE,Dumisani Pre-School,356162.0
91592,CHARITIES,FREE STATE,Boitumelo Creche,199500.0
93891,CHARITIES,FREE STATE,Thembalethu Creche One,100000.0
93895,CHARITIES,FREE STATE,Kutloano Pre School,70000.0
93906,CHARITIES,FREE STATE,Ntataise Edu-Care Centre,100000.0
93942,CHARITIES,FREE STATE,Lerato Creche,100000.0
94159,CHARITIES,FREE STATE,Genesis Creche And Pre-Primary,135600.0
75487,MISCELLANEOUS,FREE STATE,Vrede Public School,990188.0
103540,MISCELLANEOUS,FREE STATE,Musina Youth Club,1025000.0
103540,MISCELLANEOUS,FREE STATE,Musina Youth Club,1025000.0
64228,SPORTS,FREE STATE,Bopasetjhaba Primary School,49867.0
98494,SPORTS,FREE STATE,Dihlabeng Local Football Association,300000.0
98472,SPORTS,FREE STATE,Tikwana Mighty Giants Rugby Club,300741.88
60816,SPORTS,FREE STATE,Metsimatle Secondary School,102600.0
39527,SPORTS,FREE STATE,Mahlabatheng Public School,320000.0
79646,SPORTS,FREE STATE,Amambalu Junior Secondary School,208020.0
63276,SPORTS,FREE STATE,Virginia Volkskool,50324.0
64163,SPORTS,FREE STATE,A.m. Lembede Primary School,49867.0
98526,SPORTS,FREE STATE,Safa Mangaung Metropolitan,380000.0
78142,SPORTS,FREE STATE,Thaba Patchoa Combined School,50005.0
102210,SPORTS,FREE STATE,The Volcanos Football Club,72623.0
77731,SPORTS,FREE STATE,The Sentinel Primary School,300000.0
98478,SPORTS,FREE STATE,Sand Du Plessis Wrestling Club,247702.25
98497,SPORTS,FREE STATE,Bloemfontein Golf Club,290000.0
80314,SPORTS,FREE STATE,Tsebo Secondary School,300000.0
102214,SPORTS,FREE STATE,Welkom Wrestling Club,199320.0
64246,SPORTS,FREE STATE,Sandveld High School,99988.42
98434,SPORTS,FREE STATE,Dinonyana Football Club,220270.0
64235,SPORTS,FREE STATE,Tataiso Primary School,100000.0
98474,SPORTS,FREE STATE,Bothaville Jukskei Club,152960.0
46353,SPORTS,FREE STATE,Boiphihlelo Secondary School,363989.7
60574,SPORTS,FREE STATE,J.c Motumi Secondary School,102000.0
61855,SPORTS,FREE STATE,Dipelaneng Primary School,100000.0
98398,SPORTS,FREE STATE,Black Urban Football Club,47367.0
78100,SPORTS,FREE STATE,St. Paul' S Primary School,300000.0
98403,SPORTS,FREE STATE,Eastside Boxing Academy,299885.3
98481,SPORTS,FREE STATE,Roots United Football Club,34697.64
98536,SPORTS,FREE STATE,Free State Golf Union,771653.0
98402,SPORTS,FREE STATE,Nigol Young Stars Football Club,97131.0
98495,SPORTS,FREE STATE,Safa Free State,461500.0
102144,SPORTS,FREE STATE,Free State Badminton Association,850000.0
98488,SPORTS,FREE STATE,Nothern Free State Jukskei District,150000.0
99321,SPORTS,FREE STATE,Sasolburg Rugby Club,199220.0
98617,SPORTS,FREE STATE,Nkgopoleng Secondary School,300000.0
74220,ARTS,GAUTENG,Iphahlolleng Primary School,80000.0
73522,ARTS,GAUTENG,African Cultural Music And Dance Association,173960.0
73179,ARTS,GAUTENG,International Fine Arts Association,179626.48
73864,ARTS,GAUTENG,Luthando Arts Academy,171182.0
72981,ARTS,GAUTENG,The Cultural Development Trust,180000.0
74407,ARTS,GAUTENG,Land Access Movement Of South Africa,180000.0
73273,ARTS,GAUTENG,The Cultural Development Trust,189000.0
73511,ARTS,GAUTENG,The Malea Group Foundation,197890.94
73050,ARTS,GAUTENG,Sparrow Schools Educational Trust,50000.0
73208,ARTS,GAUTENG,Temba Music Project,149999.46
73670,ARTS,GAUTENG,Ikusasa Le Sizwe Community Projects,150000.0
73460,ARTS,GAUTENG,Johannesburg Heritage Foundation,200000.0
74265,ARTS,GAUTENG,Nhluvuko Enlightenment Productions,200000.0
74077,ARTS,GAUTENG,The Viva Foundation Of South Africa,200000.0
72996,ARTS,GAUTENG,Soweto Opera Quadro,205869.72
72997,ARTS,GAUTENG,Imbali Combined School,311000.0
73192,ARTS,GAUTENG,Employment Solutions For People With Disabilities,209680.0
73076,ARTS,GAUTENG,Aganang Care Centre,150000.0
73041,ARTS,GAUTENG,Tshwane Youth Arts Festival,150000.0
73659,ARTS,GAUTENG,Hlabelela Ensemble,150000.0
73197,ARTS,GAUTENG,Ratanda Young Generation,300000.0
73195,ARTS,GAUTENG,Kids Haven,317955.6
73353,ARTS,GAUTENG,Midrand Association Of Home Based Care,379564.7
72966,ARTS,GAUTENG,The Toughest Young Minds,380000.0
73280,ARTS,GAUTENG,Zakheni Training And Development Centre,380000.0
73794,ARTS,GAUTENG,Karos & Kambro,380000.0
73046,ARTS,GAUTENG,Ikusasa Le Sizwe Community Projects,380000.0
73335,ARTS,GAUTENG,Jewellery School Of Soweto,380000.0
73116,ARTS,GAUTENG,The Buskaid Trust,380000.0
73860,ARTS,GAUTENG,Comprecare Joint Venture,380000.0
73299,ARTS,GAUTENG,Mbumba Entertainment,380000.0
73340,ARTS,GAUTENG,Joyous Celebration Foundation,380000.0
73773,ARTS,GAUTENG,I-Afrika Theatre Education,575000.0
73186,ARTS,GAUTENG,The Greenhouse Peoples Environmental Centre Project,395000.0
73697,ARTS,GAUTENG,The Cultural Development Trust,399000.0
72813,ARTS,GAUTENG,Via Broom Youth Club,350000.0
73917,ARTS,GAUTENG,Making A Difference Mission Squad Sa,403741.2
73967,ARTS,GAUTENG,Planact,418000.0
75018,ARTS,GAUTENG,Phambili Siyaya Arts,190000.0
74028,ARTS,GAUTENG,Dramatists Against Crime,190000.0
73769,ARTS,GAUTENG,Performing Arts & Culture Development Project,578000.0
74205,ARTS,GAUTENG,Committed Artists For Cultural Advancement,589873.28
74402,ARTS,GAUTENG,Intuthuko Art Production,589820.14
73002,ARTS,GAUTENG,Sedibeng Alcohol & Drug Rehabilitation Centre,598000.0
73877,ARTS,GAUTENG,Shomang Sebenzani Development Initiative,600000.0
72939,ARTS,GAUTENG,Siyavuka Lateral Improvement Foundation,760000.0
74067,ARTS,GAUTENG,Tumelo Home And Hospice Centre,756910.35
74955,ARTS,GAUTENG,Music Is A Great Investment,799999.85
73350,ARTS,GAUTENG,National Eisteddfod Academy,800000.0
72638,ARTS,GAUTENG,The Moving Into Dance Mophatong Trust,800000.0
74793,ARTS,GAUTENG,Marimba Education Foundation,800000.0
73004,ARTS,GAUTENG,The Cultural Development Trust,304379.03
73063,ARTS,GAUTENG,Newton Improvement District,972510.0
72933,ARTS,GAUTENG,Melisizwe Community Theatre,989560.0
73326,ARTS,GAUTENG,Johannesburg Youth Theatre Trust,400000.0
73752,ARTS,GAUTENG,Independent Music Exporters South Africa,1738000.0
91941,ARTS,GAUTENG,Gospel Music Association Of Sa,2000000.0
72709,ARTS,GAUTENG,Phambili Siyaya Arts,900000.0
94120,ARTS,GAUTENG,Buyambo Cultural Organization,400000.0
73232,ARTS,GAUTENG,Market Theatre Foundation,1200000.0
73432,ARTS,GAUTENG,Vukuzenzele Projects,570000.0
74798,ARTS,GAUTENG,Ekasi Konexion Community Radio Station,270000.0
37626,ARTS,GAUTENG,Seboka Training And Support Network,3237696.0
92650,ARTS,GAUTENG,The Oliver And Adelaid Tambo Foundation Trust,5000000.0
73954,ARTS,GAUTENG,Lefi ka La Phodiso: The Art Therapy Centre Npc,665056.0
73092,ARTS,GAUTENG,Qwelang Primary School,199940.0
73224,ARTS,GAUTENG,Tribhangi Dance Theatre,827331.0
73632,ARTS,GAUTENG,Lutheran Community Outreach Foundation (Hillbrow),754656.0
73772,ARTS,GAUTENG,Sunrise On Africa's Peaks,200000.0
73816,ARTS,GAUTENG,Rainbow Community Broadcaster,570000.0
73878,ARTS,GAUTENG,Siyazisiza Trust,700000.0
74095,ARTS,GAUTENG,Gatoa Gauteng Tour Operations Association,570000.0
74290,ARTS,GAUTENG,Lulama Primary School,100000.0
35391,ARTS,GAUTENG,Becomo Art Centre,4776948.0
56434,ARTS,GAUTENG,University Of Johannesburg,329130.0
73452,ARTS,GAUTENG,Agisanang Domestic Abuse Prevention & Training,570000.0
74800,ARTS,GAUTENG,Bona Lesedi Disability Centre,200000.0
73740,ARTS,GAUTENG,Community And Prison Organisation (Cpo),627000.0
73764,ARTS,GAUTENG,Vukani Community Theatre,570000.0
56219,ARTS,GAUTENG,Whispers Speech And Hearing Centre(Re-Submission),13956.0
72594,ARTS,GAUTENG,Eersterus Care And Training Centre,309165.0
73202,ARTS,GAUTENG,Blackboard Trust,900000.0
74214,ARTS,GAUTENG,Diepsloot Youth Arts And Culture Project,200000.0
74839,ARTS,GAUTENG,Nokwe Creative And Development Foundation,1544280.0
73742,ARTS,GAUTENG,Phelang School For Learners With Special Educational Needs,200000.0
73231,ARTS,GAUTENG,Tshedimosetso Community Development & Other Projects,775200.0
54807,ARTS,GAUTENG,Halala ! Afrika Theatre Society  ( Resubmitted),141014.0
54843,ARTS,GAUTENG,Midvaal Development Forum,404805.0
55073,ARTS,GAUTENG,Sithuthuka Sisonke Drama Players,344220.0
73123,ARTS,GAUTENG,Hope Trust,603300.0
54735,ARTS,GAUTENG,Afristar Foundation,503896.0
73695,ARTS,GAUTENG,Rethabile Performing Artists,399999.95
74954,ARTS,GAUTENG,Music Is A Great Investment,670549.09
73922,ARTS,GAUTENG,Newmusicsa,203671.0
55123,ARTS,GAUTENG,Tshwane Trust,150000.0
