Project Number,Sector,Province,Name,Amount
73631,ARTS,WESTERN CAPE,Cape Dance Company,240000.0
72871,ARTS,WESTERN CAPE,Qolothani Makhosikazi Social And Cultural Services,728797.78
73662,ARTS,WESTERN CAPE,Iziko Museums Of South Africa,600000.0
55859,ARTS,WESTERN CAPE,The Arts + Ubuntu Trust,3281844.0
73234,ARTS,WESTERN CAPE,Disabled People South Africa (Resubmision),1600000.0
54860,ARTS,WESTERN CAPE,The Cape Town Male Voice Choir,4145647.8
73019,ARTS,WESTERN CAPE,Suidoosterfees,918000.0
73642,ARTS,WESTERN CAPE,Cape Town City Ballet,299999.8
74816,ARTS,WESTERN CAPE,Agulhas School Of Skills,71241.72
92233,ARTS,WESTERN CAPE,One City Events Company,3191892.0
44338,ARTS,WESTERN CAPE,Waenhuiskrans Fishermen's Union (Waenhuiskrans Vissersunie),136000.0
54898,ARTS,WESTERN CAPE,Black Association For The Wine And Spirit Industry,130880.0
73849,ARTS,WESTERN CAPE,Beaumont Primary School,100000.0
73859,ARTS,WESTERN CAPE,The Cape Leopard Trust,300000.0
73504,ARTS,WESTERN CAPE,Jungle Theatre Company,760000.0
74818,ARTS,WESTERN CAPE,Yad B' Yad Trust,200000.0
73856,ARTS,WESTERN CAPE,Outeniqua High School,99995.0
74298,ARTS,WESTERN CAPE,Film Mentorship & Training,1999996.0
73152,ARTS,WESTERN CAPE,Media Village Communication,282250.0
72757,ARTS,WESTERN CAPE,Breytenbach Cultural Centre,365200.0
73447,ARTS,WESTERN CAPE,Enlighten Education Trust,237821.6
73540,ARTS,WESTERN CAPE,Street Stories Films,570000.0
75060,ARTS,WESTERN CAPE,Assitej South Africa,731760.0
72853,ARTS,WESTERN CAPE,Overberg Development And Empowerment Centre,570000.0
55924,ARTS,WESTERN CAPE,Institute For Music And Indigeneous Arts Development,659840.0
56350,ARTS,WESTERN CAPE,Rudnet,4480671.6
74771,ARTS,WESTERN CAPE,Qhamasande Projects,150000.0
72899,ARTS,WESTERN CAPE,Social Transformation And Empowerment Projects (Steps),830180.0
50514,ARTS,WESTERN CAPE,South African Holocaust Centre,1728726.0
56059,ARTS,WESTERN CAPE,University Of Cape Town,601032.8
74824,ARTS,WESTERN CAPE,University Of The Western Cape,759520.0
93998,ARTS,WESTERN CAPE,St George's Cathedral Trust,6000000.0
44540,ARTS,WESTERN CAPE,Iclei - Africa,700056.0
56479,ARTS,WESTERN CAPE,Visual Arts Network Of South Africa (Western Cape),82654.25
74821,ARTS,WESTERN CAPE,Catholic Welfare And Development,300000.0
74746,ARTS,WESTERN CAPE,South Atlantic Arts & Culture Trust,2737881.25
42155,ARTS,WESTERN CAPE,Environmental Monitoring Group Trust,1000000.0
55203,ARTS,WESTERN CAPE,The Greatmore Studios Trust,379953.54
55755,ARTS,WESTERN CAPE,Cape Flats Development Association,455522.4
55934,ARTS,WESTERN CAPE,Institute For The Blind: Industries,74469.4
55983,ARTS,WESTERN CAPE,The Friends Of The Helderberg Nature Reserve,606828.6
73333,ARTS,WESTERN CAPE,Sign Language Education And Development ( Sled),678382.4
73581,ARTS,WESTERN CAPE,Simondium Rural Development Forum,499998.0
56393,ARTS,WESTERN CAPE,South African Scout Base,2500000.0
73587,ARTS,WESTERN CAPE,Breerivier - Wynland Landelike Ontwikkelings Vereniging,218300.0
73553,ARTS,WESTERN CAPE,South African Education And Environment Project,691516.0
21907,ARTS,WESTERN CAPE,Lwandle Migrant Labour Museum,523000.0
56578,ARTS,WESTERN CAPE,From The Hip: Khulumakahle,299324.92
54880,ARTS,WESTERN CAPE,Sans Souci Girls High School,1199970.4
72820,ARTS,WESTERN CAPE,Siyasanga Cape Town Theatre Company,760000.0
73396,ARTS,WESTERN CAPE,Zip Zap Circus School Trust,873216.0
73558,ARTS,WESTERN CAPE,Cederbergfees,760000.0
73853,ARTS,WESTERN CAPE,Performing Arts Network Of South Africa,1080000.0
73968,ARTS,WESTERN CAPE,Fikelela Aids Project,476645.0
72699,ARTS,WESTERN CAPE,The Cape Town Opera Company,2311241.6
42902,ARTS,WESTERN CAPE,Kizo Art Consultants,1500000.0
72974,ARTS,WESTERN CAPE,Institute For Music And Indigeneous Arts Development,387215.2
74774,ARTS,WESTERN CAPE,Economic Development In Learning Province,760000.0
73217,ARTS,WESTERN CAPE,Arts And Culture Empowering Centre,361800.0
72853,ARTS,WESTERN CAPE,Overberg Development And Empowerment Centre,380000.0
92244,ARTS,WESTERN CAPE,Cape Mental Health Society,122280.0
73854,ARTS,WESTERN CAPE,Peace Parks Foundation,2648974.0
56144,ARTS,WESTERN CAPE,Oasis Association,188124.2
73453,ARTS,WESTERN CAPE,Clanwilliam Heritage Trust,760000.0
74726,ARTS,WESTERN CAPE,Drakenstein Centre For Persons With Disabilities  ( Resubmision),598048.0
59355,ARTS,WESTERN CAPE,Africa South Art Initiative,720000.0
73696,ARTS,WESTERN CAPE,University Of Cape Town (African Centre For Cities),392000.0
74261,ARTS,WESTERN CAPE,Jazzart Dance Theartre,2400000.0
74688,ARTS,WESTERN CAPE,Indigenous Peoples Society Of South Africa,3998211.0
73144,ARTS,WESTERN CAPE,Charity Of Choice,624000.0
92314,ARTS,WESTERN CAPE,Dance For All,1503321.6
73653,ARTS,WESTERN CAPE,South African Association For Jazz Education,169600.0
73638,ARTS,WESTERN CAPE,Bridging Ages Western Cape,180000.0
73635,ARTS,WESTERN CAPE,Cape Of Good Hope Spca,80480.65
74036,ARTS,WESTERN CAPE,Elgin Learning Foundation,380000.0
54620,ARTS,WESTERN CAPE,Jazzart Dance Theatre,576077.4
74788,ARTS,WESTERN CAPE,Africa Tales,570000.0
92935,ARTS,WESTERN CAPE,College Of Magic,401058.4
36204,ARTS,WESTERN CAPE,Cape Town Central City,1168501.0
103704,ARTS,WESTERN CAPE,South Atlantic Arts And Culture Trust,3477480.0
94325,ARTS,WESTERN CAPE,Siphesakhe Youth Organisation,133500.0
103933,ARTS,WESTERN CAPE,The Cape Town Carnival Trust,950320.0
44046,ARTS,WESTERN CAPE,Dyer Island Conservation Trust,112500.0
91761,ARTS,WESTERN CAPE,Overstand Conservation Foundation T.a. Whale Coast Conservation,452000.0
92928,ARTS,WESTERN CAPE,Klein Libertas Teater Npc,411272.0
93584,ARTS,WESTERN CAPE,Beyond Expectation Environment Project,608000.0
94057,ARTS,WESTERN CAPE,Kronendal Music Academy Of Hout Bay,652080.0
94140,ARTS,WESTERN CAPE,New World Dance Theatre,206180.0
94436,ARTS,WESTERN CAPE,South African History Online,1122000.0
74827,ARTS,WESTERN CAPE,Africa Center,1572186.0
91762,ARTS,WESTERN CAPE,Association For Visual Arts (Ava),319200.0
69721,CHARITIES,WESTERN CAPE,Sonstraal Service Centre,63681.0
33497,CHARITIES,WESTERN CAPE,Caring Light,100000.0
72382,CHARITIES,WESTERN CAPE,Woelwaterkleuterskool,112750.0
69393,CHARITIES,WESTERN CAPE,The Sozo Foundation Trust,128000.0
70793,CHARITIES,WESTERN CAPE,The Service Dining Rooms,132250.0
70879,CHARITIES,WESTERN CAPE,The Early Education Centre,146900.0
70886,CHARITIES,WESTERN CAPE,Children's Resource Centre,273400.0
71486,CHARITIES,WESTERN CAPE,The Bitou 10 Education And Development Foundation,348184.0
70923,CHARITIES,WESTERN CAPE,Volunteer Wildfi re Services,474115.0
66702,CHARITIES,WESTERN CAPE,Op Die Kruin A.c.c.v Dienstak,150000.0
86003,CHARITIES,WESTERN CAPE,Sanca (Western Cape),1283345.0
72394,CHARITIES,WESTERN CAPE,Vukukhanye Pre-School,162500.0
53408,CHARITIES,WESTERN CAPE,Weskusnessie Acvv Dienstak,79512.0
53628,CHARITIES,WESTERN CAPE,Qolothani Makhosikazi Social And Cultural Services,100000.0
81809,CHARITIES,WESTERN CAPE,Kapteintjies Se Dagsorg,825000.0
70179,CHARITIES,WESTERN CAPE,Nontsebenziswano Educare,93500.0
69702,CHARITIES,WESTERN CAPE,Women Empowered Committed Against Negativity,99250.0
72381,CHARITIES,WESTERN CAPE,Rusthof Old Age Home,271760.0
59504,CHARITIES,WESTERN CAPE,Good Hope Education Trust And Welfare Organisation,501000.0
71435,CHARITIES,WESTERN CAPE,Moemfi es Playgroup,131000.0
75084,CHARITIES,WESTERN CAPE,Greyton Animal Welfare Society,77403.0
86866,CHARITIES,WESTERN CAPE,"Child Welfare Sa,Knysna",935677.0
72389,CHARITIES,WESTERN CAPE,Vuzokuhle Educare Centre,164750.0
64590,CHARITIES,WESTERN CAPE,Norway Parks Football Club,100715.0
70634,CHARITIES,WESTERN CAPE,Down Syndrome Support (Cape),110004.0
88645,CHARITIES,WESTERN CAPE,Life Community Services,1200772.0
89137,CHARITIES,WESTERN CAPE,Peter Pan Down Syndrome Centre,976163.0
89146,CHARITIES,WESTERN CAPE,A. C. V. V - Stellenbosch,509635.0
89166,CHARITIES,WESTERN CAPE,Ceres Tuiste,143286.0
70987,CHARITIES,WESTERN CAPE,Geluksoord Bejaarde Klub Elim,129000.0
89221,CHARITIES,WESTERN CAPE,Cape Town City Mission,862805.0
89239,CHARITIES,WESTERN CAPE,Thembalitsha Foundation,1340784.0
69633,CHARITIES,WESTERN CAPE,Surplus People Project,95350.0
86248,CHARITIES,WESTERN CAPE,The Humane Education Trust,300000.0
85998,CHARITIES,WESTERN CAPE,Inclusive Education Western Cape,746351.0
87019,CHARITIES,WESTERN CAPE,Sevaunite Trust,136500.0
86964,CHARITIES,WESTERN CAPE,Cederberg Matzikama Aids Networks,663000.0
88756,CHARITIES,WESTERN CAPE,Karoo Animal Protection Society,692000.0
88796,CHARITIES,WESTERN CAPE,The Kensington Home For The Aged,1372700.0
89378,CHARITIES,WESTERN CAPE,Age - In - Action,1234000.0
89571,CHARITIES,WESTERN CAPE,The Rachel Swart Fund,580000.0
88944,CHARITIES,WESTERN CAPE,Tehillah Community Colaborative,835000.0
70241,CHARITIES,WESTERN CAPE,Sizakuyenza,366961.0
88773,CHARITIES,WESTERN CAPE,Al-Noor Ophanage Centre,994500.0
88783,CHARITIES,WESTERN CAPE,Masigcine Ikhaya Labantwana (Children's Home),788754.0
81278,CHARITIES,WESTERN CAPE,Sonskynhoekie Pre-School,1266667.0
81755,CHARITIES,WESTERN CAPE,Cornerstone Sonstraaltjie Kleuterskool,1266667.0
84616,CHARITIES,WESTERN CAPE,Siyabonga Huis Van Danksegging,1266667.0
89203,CHARITIES,WESTERN CAPE,Mzamomhle Educare,340518.0
85906,CHARITIES,WESTERN CAPE,Western Cape Forum For Intellectual Disability,898980.0
86089,CHARITIES,WESTERN CAPE,Thusong Caring Network,361000.0
86785,CHARITIES,WESTERN CAPE,Azaleahof Acvv Dienstak,100000.0
86792,CHARITIES,WESTERN CAPE,Rural Development Support Program (Rdsp) (Resubmision),435400.0
87194,CHARITIES,WESTERN CAPE,Mosaic Training Service & Healing Centre,955000.0
89214,CHARITIES,WESTERN CAPE,Think Twice,522700.0
89268,CHARITIES,WESTERN CAPE,The Philani Nutrition Centres Trust,683645.0
89273,CHARITIES,WESTERN CAPE,Wynberg Society For The Aged,409588.0
91366,CHARITIES,WESTERN CAPE,Knysna / Sedgefi eld Hospice,1216925.0
89416,CHARITIES,WESTERN CAPE,The Black Sash Trust,3550746.0
89840,CHARITIES,WESTERN CAPE,Westlake United Churh Trust,773400.0
85921,CHARITIES,WESTERN CAPE,Drakenstein Palliative Hospice,970000.0
86278,CHARITIES,WESTERN CAPE,Western Cape Cerebral Palsy Association,1234731.0
88381,CHARITIES,WESTERN CAPE,A C V V Noorder Paarl,253232.0
88627,CHARITIES,WESTERN CAPE,Hawston Health And Welfare Organisation,946905.0
85993,CHARITIES,WESTERN CAPE,Scalabrini Centre Of Cape Town,910324.0
86092,CHARITIES,WESTERN CAPE,Vision Afrika,483970.0
91190,CHARITIES,WESTERN CAPE,Acvv Tak Kaapstad (Acvv Cape Town Branch),397941.0
86222,CHARITIES,WESTERN CAPE,The Parent Centre,300000.0
88255,CHARITIES,WESTERN CAPE,Breadline Africa (Rsa),2414168.0
88607,CHARITIES,WESTERN CAPE,Epilepsy South Africa Western Cape,962869.0
88688,CHARITIES,WESTERN CAPE,Saartjie Baartman Centre For Women And Children,1496700.0
89283,CHARITIES,WESTERN CAPE,Acvv Bredasdorp,924535.0
89338,CHARITIES,WESTERN CAPE,Abba Family Couselling Centre,395393.0
89432,CHARITIES,WESTERN CAPE,Pascap Trust,809000.0
88248,CHARITIES,WESTERN CAPE,The Sunfl ower Fund,513283.0
88933,CHARITIES,WESTERN CAPE,A.c.v.v Oudtshoorn,887698.0
88963,CHARITIES,WESTERN CAPE,Child Welfare South Africa Bredasdorp,963000.0
89153,CHARITIES,WESTERN CAPE,A C V V - Franschhoek (Resubmision),423000.0
89207,CHARITIES,WESTERN CAPE,Good Hope Psychological Service,332179.0
81157,CHARITIES,WESTERN CAPE,Wonderland Educare Centre,1070000.0
86272,CHARITIES,WESTERN CAPE,Anna Foundation,394144.0
86320,CHARITIES,WESTERN CAPE,Lifeline/ Childline Western Cape,971657.0
86841,CHARITIES,WESTERN CAPE,Woodside Special Care Centre,600000.0
87161,CHARITIES,WESTERN CAPE,Matla A Bana (Callie & Monique Trust),124250.0
88417,CHARITIES,WESTERN CAPE,Christine Revell Children's Home/Child Care Centre,718000.0
88777,CHARITIES,WESTERN CAPE,De Grendel - A C V V - Dienstak (Resubmision),122000.0
89225,CHARITIES,WESTERN CAPE,Victoria Dienssentum Vir Bejaardes,803629.0
84645,CHARITIES,WESTERN CAPE,Jireh Community Projects,825000.0
86084,CHARITIES,WESTERN CAPE,Ekuhlaleni Community Pre-School Project ( Resubmision),579100.0
87181,CHARITIES,WESTERN CAPE,Steps Charity,260162.0
88766,CHARITIES,WESTERN CAPE,Leap Science And Maths School,140000.0
80520,CHARITIES,WESTERN CAPE,Zoar Community Projects,1070000.0
81387,CHARITIES,WESTERN CAPE,Kabouterland Pre-Primer,825000.0
87045,CHARITIES,WESTERN CAPE,Famsa Outeniqua,997700.0
73693,CHARITIES,WESTERN CAPE,Synny Sky Projects 135 T/A Imbali Western Cape,360000.0
88223,CHARITIES,WESTERN CAPE,Holy Cross Child And Youth Care Centre,1620118.0
89634,CHARITIES,WESTERN CAPE,Dementia Sa,920000.0
81277,CHARITIES,WESTERN CAPE,Nosiseko Educare Centre,825000.0
82517,CHARITIES,WESTERN CAPE,Breede Valley Association For Persons With Disabilities,825000.0
81503,CHARITIES,WESTERN CAPE,A. C. V .V George (Resubmision),825000.0
81501,CHARITIES,WESTERN CAPE,Siyakhuthaza Educare Centre,825000.0
81800,CHARITIES,WESTERN CAPE,Association For The Sensory Disabled,825000.0
88764,CHARITIES,WESTERN CAPE,Oasis,686860.0
89126,CHARITIES,WESTERN CAPE,Foodbank South Africa,1952908.0
89393,CHARITIES,WESTERN CAPE,African Tails,294600.0
84708,CHARITIES,WESTERN CAPE,Badisa,1316667.0
86032,CHARITIES,WESTERN CAPE,The Plettaid Foundation,534894.0
88621,CHARITIES,WESTERN CAPE,A C V V Grabouw,592232.0
88746,CHARITIES,WESTERN CAPE,Animal Rescue Organisation,742319.0
88750,CHARITIES,WESTERN CAPE,The Academy For Adults With Autism,139600.0
89253,CHARITIES,WESTERN CAPE,St Joseph's Home For Cronic Invalid Chidren,1220000.0
89280,CHARITIES,WESTERN CAPE,Wamakersvallei Opleidingsentrum,327440.0
72375,CHARITIES,WESTERN CAPE,72375 - Future Stars Day Care Centre,124500.0
87026,CHARITIES,WESTERN CAPE,87026 - Soil For Life,565000.0
88793,CHARITIES,WESTERN CAPE,88793 - Langa Cheshire Home,715000.0
88799,CHARITIES,WESTERN CAPE,Acvv Elizabeth Roos Tehuis Dienstak,25646.0
88922,CHARITIES,WESTERN CAPE,Vukuhambe Association For The Multi-Disabled,580372.0
89375,CHARITIES,WESTERN CAPE,The Hermanus Rainbow Trust,884115.0
89385,CHARITIES,WESTERN CAPE,Gender Dynamix,796600.0
89425,CHARITIES,WESTERN CAPE,Sisters Incorporated,962519.0
89469,CHARITIES,WESTERN CAPE,Molo Songololo,819000.0
89734,CHARITIES,WESTERN CAPE,Overstrand Association For Persons With Disabilities ( Resumision),561353.0
89764,CHARITIES,WESTERN CAPE,Wallace Anderson Home,256000.0
89827,CHARITIES,WESTERN CAPE,Women On Farms Projects,2934945.0
89881,CHARITIES,WESTERN CAPE,George Association For Person With Disabilty,814468.0
90089,CHARITIES,WESTERN CAPE,Vermont Centre,477000.0
88830,CHARITIES,WESTERN CAPE,South African Faith And Family Institute,480500.0
89124,CHARITIES,WESTERN CAPE,Christian Dependency Ministry,460600.0
85103,CHARITIES,WESTERN CAPE,Nomonde Educare Centre,825000.0
87136,CHARITIES,WESTERN CAPE,Helderberg Association For Persons With Disabilities,314397.0
88769,CHARITIES,WESTERN CAPE,Partners In Sexual Health,843000.0
88819,CHARITIES,WESTERN CAPE,Child Welfare South Africa: Great Brak River,750947.0
89618,CHARITIES,WESTERN CAPE,Breede Valley Association,925135.0
86812,CHARITIES,WESTERN CAPE,Mitchell's Plain Against Domestic Violence,854600.0
88493,CHARITIES,WESTERN CAPE,Valley Development Projects,685237.0
89233,CHARITIES,WESTERN CAPE,"Rusoord Tehuis Vir Oues Van Dae, Paarl (Resubmision)",340971.0
89767,CHARITIES,WESTERN CAPE,Lifeline Garden Route,332941.0
89852,CHARITIES,WESTERN CAPE,K2012003695,145000.0
90100,CHARITIES,WESTERN CAPE,Acvv Elandsbaai,114819.0
86087,CHARITIES,WESTERN CAPE,Masakhane Youth Centre,909125.0
89256,CHARITIES,WESTERN CAPE,Ha! Qua Youth Program,411498.0
86706,CHARITIES,WESTERN CAPE,The Home From Home Trust,460000.0
87123,CHARITIES,WESTERN CAPE,Unity Work Centre By The Disabled,412289.0
87206,CHARITIES,WESTERN CAPE,Hope Africa (Npc),527000.0
89355,CHARITIES,WESTERN CAPE,Neighbourhood Old Age Homes,148000.0
89549,CHARITIES,WESTERN CAPE,Lingelihle Old Age Home,614000.0
81112,CHARITIES,WESTERN CAPE,The Philani Nutrition Centres Trust,5050000.0
89664,CHARITIES,WESTERN CAPE,Mot South Africa,293800.0
89783,CHARITIES,WESTERN CAPE,Masithandane,809510.0
89031,CHARITIES,WESTERN CAPE,Bergrivier Association For Persons With Disabilities,350209.0
89594,CHARITIES,WESTERN CAPE,Build A Better Society(Babs),544525.0
88455,CHARITIES,WESTERN CAPE,National Sea Rescue Institute Of South Africa,2669241.0
88637,CHARITIES,WESTERN CAPE,Acc V Mossel Bay,94331.0
88693,CHARITIES,WESTERN CAPE,Trauma Centre For Survivors Of Violence & Torture,460000.0
89276,CHARITIES,WESTERN CAPE,A C V V Paarl,175174.0
89377,CHARITIES,WESTERN CAPE,The Sex Worker Education And Advocacy Task Force,1641021.0
89538,CHARITIES,WESTERN CAPE,Sinethemba,576676.0
88633,CHARITIES,WESTERN CAPE,Empilweni,954000.0
88700,CHARITIES,WESTERN CAPE,Chilanga Riding School For The Disabled,629900.0
88947,CHARITIES,WESTERN CAPE,The Educo Trust Of Africa,627965.0
89606,CHARITIES,WESTERN CAPE,Vukani Centre For Children With Special Needs,459900.0
88824,CHARITIES,WESTERN CAPE,The S A Red Cross Air Mercy Service Trust,1555649.0
89408,CHARITIES,WESTERN CAPE,Tygerberg Association For Persons With Physical Disabilities,458280.0
89774,CHARITIES,WESTERN CAPE,Wola Nani - A Caring Response To Aids,583000.0
75216,MISCELLANEOUS,WESTERN CAPE,South African Institute For Advancement,1655000.0
39593,SPORTS,WESTERN CAPE,Rondebosch Boy's High School,300000.0
64303,SPORTS,WESTERN CAPE,Western Cape Canoe Union,892716.74
77872,SPORTS,WESTERN CAPE,Klaarstroom Primary School,283299.0
46680,SPORTS,WESTERN CAPE,South African Underwater Hockey Federation,449999.91
61915,SPORTS,WESTERN CAPE,Western Province Hockey Union,961018.0
79226,SPORTS,WESTERN CAPE,Windmeul Primary School,305525.0
79694,SPORTS,WESTERN CAPE,Kuyasa Primary School,299802.25
79975,SPORTS,WESTERN CAPE,Chelsea Uphuhliso Academy,83890.0
77908,SPORTS,WESTERN CAPE,Suurbraak Primary School,50000.0
77998,SPORTS,WESTERN CAPE,Wolverhampton Sports Club,79784.0
79284,SPORTS,WESTERN CAPE,Kenfac Phillies Softball And Base Ball Club,200762.0
61877,SPORTS,WESTERN CAPE,South African Sailing,137395.0
79538,SPORTS,WESTERN CAPE,St Lukes Primary School,294309.55
79521,SPORTS,WESTERN CAPE,Melkhoutfontein Primer,300261.0
79773,SPORTS,WESTERN CAPE,Kraaifontein Active Senior Club,150000.0
65104,SPORTS,WESTERN CAPE,Strandfontein Cricket Club,100000.0
78039,SPORTS,WESTERN CAPE,Pjb Cona Primary School,300000.0
79293,SPORTS,WESTERN CAPE,Groenheuwel Primary School,266287.0
80064,SPORTS,WESTERN CAPE,Greydogs Swimming Club,199563.92
62549,SPORTS,WESTERN CAPE,Chess South Africa,2000000.0
64300,SPORTS,WESTERN CAPE,Western Cape Deaf Sport Federation,1000000.0
79067,SPORTS,WESTERN CAPE,East London Police Rugby Club,196475.0
80018,SPORTS,WESTERN CAPE,Laerskool Dagbreek,50398.0
78835,SPORTS,WESTERN CAPE,St Mary's Primary School,299993.0
80298,SPORTS,WESTERN CAPE,Kathleen Murray Primary School,331800.0
79302,SPORTS,WESTERN CAPE,Westridge Yankees Softball And Baseball Club,200424.0
76700,SPORTS,WESTERN CAPE,Royal Cape Yacht Club,200000.0
79529,SPORTS,WESTERN CAPE,Central Hockey Club,271756.0
79980,SPORTS,WESTERN CAPE,Ceres Athletic Club,97525.0
79245,SPORTS,WESTERN CAPE,Vredenburg Tennis Club,177229.65
79251,SPORTS,WESTERN CAPE,Ramblers Crickert Club,173819.0
77903,SPORTS,WESTERN CAPE,Nuystasie Primere Skool,300000.0
80023,SPORTS,WESTERN CAPE,Fresnaye Sports Club,157818.0
78052,SPORTS,WESTERN CAPE,Hector Peterson Secondary School,303269.0
79243,SPORTS,WESTERN CAPE,Paarl Canoe Club,175609.0
78843,SPORTS,WESTERN CAPE,Eljada- Kairos Skool(School For Learners With Disabilities),247217.82
80307,SPORTS,WESTERN CAPE,Young Proteas Rugby Football Club,200000.0
62255,SPORTS,WESTERN CAPE,Hugenote Primary School,48814.0
78021,SPORTS,WESTERN CAPE,Laerskool Paulus Joubert Primary School,226642.69
77889,SPORTS,WESTERN CAPE,The Hague Primary School,313784.0
79992,SPORTS,WESTERN CAPE,Jurie Hayes Primary School,300000.0
80030,SPORTS,WESTERN CAPE,George High School,300000.0
80049,SPORTS,WESTERN CAPE,Voorwaarts Primer,300000.0
100755,SPORTS,WESTERN CAPE,Kuilsriver Rugby Football Association,253500.0
77902,SPORTS,WESTERN CAPE,Ikamvalethu Secondary School,250000.0
79967,SPORTS,WESTERN CAPE,Pniel Villagers Rugby Football Club ( Resumision),201160.0
79969,SPORTS,WESTERN CAPE,Brackenfell Rugby Football Club,153680.0
80006,SPORTS,WESTERN CAPE,Steinthal Secondary School,278290.0
100827,SPORTS,WESTERN CAPE,X-Stream Lifesaving Club,150000.0
101627,SPORTS,WESTERN CAPE,Temperance - Cities Rugby Football Club,193530.0
102307,SPORTS,WESTERN CAPE,Young Ideas Football Club,100000.0
102316,SPORTS,WESTERN CAPE,Standards United Football Club,191320.1
102332,SPORTS,WESTERN CAPE,Old Oak Bowling Club,150000.0
102342,SPORTS,WESTERN CAPE,Heideveld Basketball Club,201480.0
98846,SPORTS,WESTERN CAPE,Surfi ng South Africa (Ssa),1411000.0
98879,SPORTS,WESTERN CAPE,Western Province Wrestling Association,1250000.0
98906,SPORTS,WESTERN CAPE,Stellenbosch District Riding Club,156000.0
101518,SPORTS,WESTERN CAPE,Perseverance Rugby Football Club,168960.0
100826,SPORTS,WESTERN CAPE,Retreat Rugby Football Union,300682.0
102331,SPORTS,WESTERN CAPE,South African Disabled Golf Association,813540.0
101656,SPORTS,WESTERN CAPE,Hamlets Rfc,200570.9
102113,SPORTS,WESTERN CAPE,Western Cape Cycling,1835935.0
102119,SPORTS,WESTERN CAPE,Black United Stars,50000.0
102346,SPORTS,WESTERN CAPE,Vredenburg- Saldanha Cricket Club,228813.0
98291,SPORTS,WESTERN CAPE,South African Tug-Of-War Federation,600000.0
98301,SPORTS,WESTERN CAPE,Federation Of Dancesport South Africa,200000.0
